Description,Value,Date,ID
Provisiones corrientes por beneficios a los empleados,15876.84226,2022-06-30,COLBUN
Otros pasivos no financieros corrientes,29941.34362,2022-06-30,COLBUN
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,399100.46543,2022-06-30,COLBUN
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,0.0,2022-06-30,COLBUN
Pasivos corrientes totales,399100.46543,2022-06-30,COLBUN
Otros pasivos financieros no corrientes,1779720.60374,2022-06-30,COLBUN
Pasivos por arrendamientos no corrientes,103077.11868000001,2022-06-30,COLBUN
Cuentas por pagar no corrientes,8117.815280000001,2022-06-30,COLBUN
"Cuentas por pagar a entidades relacionadas, no corrientes",0.0,2022-06-30,COLBUN
Otras provisiones a largo plazo,53023.390920000005,2022-06-30,COLBUN
Pasivo por impuestos diferidos,857581.3144800001,2022-06-30,COLBUN
"Pasivos por impuestos corrientes, no corrientes",0.0,2022-06-30,COLBUN
Provisiones no corrientes por beneficios a los empleados,25450.97005,2022-06-30,COLBUN
Otros pasivos no financieros no corrientes,5819.7302199999995,2022-06-30,COLBUN
Total de pasivos no corrientes,2832790.94337,2022-06-30,COLBUN
Total de pasivos,3231891.4088000003,2022-06-30,COLBUN
Capital emitido y pagado,1180131.07621,2022-06-30,COLBUN
Ganancias (pérdidas) acumuladas,813442.9938200001,2022-06-30,COLBUN
Prima de emisión,48385.82215,2022-06-30,COLBUN
Acciones propias en cartera,0.0,2022-06-30,COLBUN
Otras participaciones en el patrimonio,0.0,2022-06-30,COLBUN
Otras reservas,482295.19247,2022-06-30,COLBUN
Patrimonio atribuible a los propietarios de la controladora,2524255.08465,2022-06-30,COLBUN
Participaciones no controladoras,117672.44273000001,2022-06-30,COLBUN
Patrimonio total,2641927.5273800003,2022-06-30,COLBUN
Total de patrimonio y pasivos,5873818.93618,2022-06-30,COLBUN
Efectivo y equivalentes al efectivo,1453650.1168199999,2022-06-30,COPEC
Otros activos financieros corrientes,295091.41714,2022-06-30,COPEC
Otros activos no financieros corrientes,246852.79019,2022-06-30,COPEC
Deudores comerciales y otras cuentas por cobrar corrientes,2483532.6126,2022-06-30,COPEC
"Cuentas por cobrar a entidades relacionadas, corrientes",23037.888740000002,2022-06-30,COPEC
Inventarios corrientes,2288825.5619500005,2022-06-30,COPEC
Activos biológicos corrientes,334908.63871,2022-06-30,COPEC
"Activos por impuestos corrientes, corrientes",222401.82753,2022-06-30,COPEC
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,7348300.853680001,2022-06-30,COPEC
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,316292.12579,2022-06-30,COPEC
Activos corrientes totales,7664592.979470001,2022-06-30,COPEC
Otros activos financieros no corrientes,251198.72847,2022-06-30,COPEC
Otros activos no financieros no corrientes,184207.43304,2022-06-30,COPEC
Cuentas por cobrar no corrientes,36210.0192,2022-06-30,COPEC
"Cuentas por cobrar a entidades relacionadas, no corrientes",12608.18885,2022-06-30,COPEC
"Inventarios, no corrientes",0.0,2022-06-30,COPEC
Inversiones contabilizadas utilizando el método de la participación,1226432.24634,2022-06-30,COPEC
Activos intangibles distintos de la plusvalía,547849.49476,2022-06-30,COPEC
Plusvalía,360148.01566000003,2022-06-30,COPEC
"Propiedades, planta y equipo",11211450.83729,2022-06-30,COPEC
Activos biológicos no corrientes,2767775.7435,2022-06-30,COPEC
Propiedad de inversión,26877.84352,2022-06-30,COPEC
Activos por derecho de uso,672443.79177,2022-06-30,COPEC
"Activos por impuestos corrientes, no corrientes",0.0,2022-06-30,COPEC
Activos por impuestos diferidos,94397.20173,2022-06-30,COPEC
Total de activos no corrientes,17391599.54413,2022-06-30,COPEC
Total de activos,25056192.5236,2022-06-30,COPEC
Otros pasivos financieros corrientes,1001835.3703899999,2022-06-30,COPEC
Pasivos por arrendamientos corrientes,93582.10831,2022-06-30,COPEC
Cuentas por pagar comerciales y otras cuentas por pagar,2298805.3965100003,2022-06-30,COPEC
"Cuentas por pagar a entidades relacionadas, corrientes",4527.17237,2022-06-30,COPEC
Otras provisiones a corto plazo,26895.322949999998,2022-06-30,COPEC
"Pasivos por impuestos corrientes, corrientes",78887.4275,2022-06-30,COPEC
Provisiones corrientes por beneficios a los empleados,9747.08215,2022-06-30,COPEC
Otros pasivos no financieros corrientes,430427.28387,2022-06-30,COPEC
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,3944707.1640500003,2022-06-30,COPEC
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,149427.96719,2022-06-30,COPEC
Pasivos corrientes totales,4094135.13124,2022-06-30,COPEC
Otros pasivos financieros no corrientes,6834073.50251,2022-06-30,COPEC
Pasivos por arrendamientos no corrientes,566314.21263,2022-06-30,COPEC
Cuentas por pagar no corrientes,4683.5672700000005,2022-06-30,COPEC
"Cuentas por pagar a entidades relacionadas, no corrientes",0.0,2022-06-30,COPEC
Otras provisiones a largo plazo,50248.761399999996,2022-06-30,COPEC
Pasivo por impuestos diferidos,2042221.16366,2022-06-30,COPEC
"Pasivos por impuestos corrientes, no corrientes",0.0,2022-06-30,COPEC
Provisiones no corrientes por beneficios a los empleados,103966.72967,2022-06-30,COPEC
Otros pasivos no financieros no corrientes,103245.47319,2022-06-30,COPEC
Total de pasivos no corrientes,9704753.41033,2022-06-30,COPEC
Total de pasivos,13798888.54157,2022-06-30,COPEC
Capital emitido y pagado,631204.2965800001,2022-06-30,COPEC
Ganancias (pérdidas) acumuladas,11769230.48823,2022-06-30,COPEC
Prima de emisión,0.0,2022-06-30,COPEC
Acciones propias en cartera,0.0,2022-06-30,COPEC
Otras participaciones en el patrimonio,0.0,2022-06-30,COPEC
Otras reservas,-1562135.7391300001,2022-06-30,COPEC
Patrimonio atribuible a los propietarios de la controladora,10838299.04568,2022-06-30,COPEC
Participaciones no controladoras,419004.93635000003,2022-06-30,COPEC
Patrimonio total,11257303.98203,2022-06-30,COPEC
Total de patrimonio y pasivos,25056192.5236,2022-06-30,COPEC
Efectivo y equivalentes al efectivo,25446.370199999998,2022-06-30,NUTRAVALOR
Otros activos financieros corrientes,24839.19,2022-06-30,NUTRAVALOR
Otros activos no financieros corrientes,5754.4123500000005,2022-06-30,NUTRAVALOR
Deudores comerciales y otras cuentas por cobrar corrientes,91756.88782999999,2022-06-30,NUTRAVALOR
"Cuentas por cobrar a entidades relacionadas, corrientes",15756.326190000002,2022-06-30,NUTRAVALOR
Inventarios corrientes,150663.48690000002,2022-06-30,NUTRAVALOR
Activos biológicos corrientes,0.0,2022-06-30,NUTRAVALOR
"Activos por impuestos corrientes, corrientes",7493.155650000001,2022-06-30,NUTRAVALOR
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,321709.82912,2022-06-30,NUTRAVALOR
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,64959.0817,2022-06-30,NUTRAVALOR
Activos corrientes totales,386668.91082,2022-06-30,NUTRAVALOR
Otros activos financieros no corrientes,49299.35236,2022-06-30,NUTRAVALOR
Otros activos no financieros no corrientes,5.519819999999999,2022-06-30,NUTRAVALOR
Cuentas por cobrar no corrientes,210.67313000000001,2022-06-30,NUTRAVALOR
"Cuentas por cobrar a entidades relacionadas, no corrientes",7300.88192,2022-06-30,NUTRAVALOR
"Inventarios, no corrientes",0.0,2022-06-30,NUTRAVALOR
Inversiones contabilizadas utilizando el método de la participación,124405.70315999999,2022-06-30,NUTRAVALOR
Activos intangibles distintos de la plusvalía,1679.86522,2022-06-30,NUTRAVALOR
Plusvalía,0.0,2022-06-30,NUTRAVALOR
"Propiedades, planta y equipo",196425.55461000002,2022-06-30,NUTRAVALOR
Activos biológicos no corrientes,0.0,2022-06-30,NUTRAVALOR
Propiedad de inversión,0.0,2022-06-30,NUTRAVALOR
Activos por derecho de uso,345.90872,2022-06-30,NUTRAVALOR
"Activos por impuestos corrientes, no corrientes",0.0,2022-06-30,NUTRAVALOR
Activos por impuestos diferidos,12844.621140000001,2022-06-30,NUTRAVALOR
Total de activos no corrientes,392518.08008,2022-06-30,NUTRAVALOR
Total de activos,779186.9909,2022-06-30,NUTRAVALOR
Otros pasivos financieros corrientes,272586.19103000005,2022-06-30,NUTRAVALOR
Pasivos por arrendamientos corrientes,113.15630999999999,2022-06-30,NUTRAVALOR
Cuentas por pagar comerciales y otras cuentas por pagar,43526.54061,2022-06-30,NUTRAVALOR
"Cuentas por pagar a entidades relacionadas, corrientes",3500.48585,2022-06-30,NUTRAVALOR
Otras provisiones a corto plazo,0.0,2022-06-30,NUTRAVALOR
"Pasivos por impuestos corrientes, corrientes",477.46443,2022-06-30,NUTRAVALOR
Provisiones corrientes por beneficios a los empleados,3648.60102,2022-06-30,NUTRAVALOR
Otros pasivos no financieros corrientes,0.0,2022-06-30,NUTRAVALOR
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,323852.43925,2022-06-30,NUTRAVALOR
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,0.0,2022-06-30,NUTRAVALOR
Pasivos corrientes totales,323852.43925,2022-06-30,NUTRAVALOR
Otros pasivos financieros no corrientes,88777.105,2022-06-30,NUTRAVALOR
Pasivos por arrendamientos no corrientes,233.67238,2022-06-30,NUTRAVALOR
Cuentas por pagar no corrientes,1.8399400000000001,2022-06-30,NUTRAVALOR
"Cuentas por pagar a entidades relacionadas, no corrientes",459.985,2022-06-30,NUTRAVALOR
Otras provisiones a largo plazo,0.0,2022-06-30,NUTRAVALOR
Pasivo por impuestos diferidos,353.26847999999995,2022-06-30,NUTRAVALOR
"Pasivos por impuestos corrientes, no corrientes",0.0,2022-06-30,NUTRAVALOR
Provisiones no corrientes por beneficios a los empleados,15507.934290000001,2022-06-30,NUTRAVALOR
Otros pasivos no financieros no corrientes,0.0,2022-06-30,NUTRAVALOR
Total de pasivos no corrientes,105333.80509000001,2022-06-30,NUTRAVALOR
Total de pasivos,429186.24434000003,2022-06-30,NUTRAVALOR
Capital emitido y pagado,95230.69455,2022-06-30,NUTRAVALOR
Ganancias (pérdidas) acumuladas,129522.5763,2022-06-30,NUTRAVALOR
Prima de emisión,0.0,2022-06-30,NUTRAVALOR
Acciones propias en cartera,0.0,2022-06-30,NUTRAVALOR
Otras participaciones en el patrimonio,0.0,2022-06-30,NUTRAVALOR
Otras reservas,-16522.661200000002,2022-06-30,NUTRAVALOR
Patrimonio atribuible a los propietarios de la controladora,208230.60965,2022-06-30,NUTRAVALOR
Participaciones no controladoras,141770.13691,2022-06-30,NUTRAVALOR
Patrimonio total,350000.74656,2022-06-30,NUTRAVALOR
Total de patrimonio y pasivos,779186.9909,2022-06-30,NUTRAVALOR
Efectivo y equivalentes al efectivo,278273.44557,2022-06-30,INVERCAP
Otros activos financieros corrientes,54341.70793,2022-06-30,INVERCAP
Otros activos no financieros corrientes,27994.687100000003,2022-06-30,INVERCAP
Deudores comerciales y otras cuentas por cobrar corrientes,274691.08239,2022-06-30,INVERCAP
"Cuentas por cobrar a entidades relacionadas, corrientes",46225.73259000001,2022-06-30,INVERCAP
Inventarios corrientes,762587.0522200001,2022-06-30,INVERCAP
Activos biológicos corrientes,0.0,2022-06-30,INVERCAP
"Activos por impuestos corrientes, corrientes",55394.15361,2022-06-30,INVERCAP
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,1499507.8614100001,2022-06-30,INVERCAP
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,0.0,2022-06-30,INVERCAP
Activos corrientes totales,1499507.8614100001,2022-06-30,INVERCAP
Otros activos financieros no corrientes,6777.41899,2022-06-30,INVERCAP
Otros activos no financieros no corrientes,18928.38275,2022-06-30,INVERCAP
Cuentas por cobrar no corrientes,20064.5457,2022-06-30,INVERCAP
"Cuentas por cobrar a entidades relacionadas, no corrientes",2243.80683,2022-06-30,INVERCAP
"Inventarios, no corrientes",0.0,2022-06-30,INVERCAP
Inversiones contabilizadas utilizando el método de la participación,608.10017,2022-06-30,INVERCAP
Activos intangibles distintos de la plusvalía,1414026.08895,2022-06-30,INVERCAP
Plusvalía,1726.78369,2022-06-30,INVERCAP
"Propiedades, planta y equipo",3543734.55967,2022-06-30,INVERCAP
Activos biológicos no corrientes,0.0,2022-06-30,INVERCAP
Propiedad de inversión,51333.40603,2022-06-30,INVERCAP
Activos por derecho de uso,111852.71251000001,2022-06-30,INVERCAP
"Activos por impuestos corrientes, no corrientes",9089.3036,2022-06-30,INVERCAP
Activos por impuestos diferidos,12194.20235,2022-06-30,INVERCAP
Total de activos no corrientes,5192579.31124,2022-06-30,INVERCAP
Total de activos,6692087.172650001,2022-06-30,INVERCAP
Otros pasivos financieros corrientes,183606.69263,2022-06-30,INVERCAP
Pasivos por arrendamientos corrientes,16709.41511,2022-06-30,INVERCAP
Cuentas por pagar comerciales y otras cuentas por pagar,662704.06938,2022-06-30,INVERCAP
"Cuentas por pagar a entidades relacionadas, corrientes",229429.47836,2022-06-30,INVERCAP
Otras provisiones a corto plazo,22781.217109999998,2022-06-30,INVERCAP
"Pasivos por impuestos corrientes, corrientes",15002.87076,2022-06-30,INVERCAP
Provisiones corrientes por beneficios a los empleados,20724.164190000003,2022-06-30,INVERCAP
Otros pasivos no financieros corrientes,18862.14491,2022-06-30,INVERCAP
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,1169820.05245,2022-06-30,INVERCAP
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,0.0,2022-06-30,INVERCAP
Pasivos corrientes totales,1169820.05245,2022-06-30,INVERCAP
Otros pasivos financieros no corrientes,557786.09073,2022-06-30,INVERCAP
Pasivos por arrendamientos no corrientes,56137.48937,2022-06-30,INVERCAP
Cuentas por pagar no corrientes,0.0,2022-06-30,INVERCAP
"Cuentas por pagar a entidades relacionadas, no corrientes",10629.33338,2022-06-30,INVERCAP
Otras provisiones a largo plazo,230409.24641,2022-06-30,INVERCAP
Pasivo por impuestos diferidos,621992.63697,2022-06-30,INVERCAP
"Pasivos por impuestos corrientes, no corrientes",0.0,2022-06-30,INVERCAP
Provisiones no corrientes por beneficios a los empleados,59011.47565,2022-06-30,INVERCAP
Otros pasivos no financieros no corrientes,6902.53491,2022-06-30,INVERCAP
Total de pasivos no corrientes,1542868.80742,2022-06-30,INVERCAP
Total de pasivos,2712688.85987,2022-06-30,INVERCAP
Capital emitido y pagado,104979.61664000001,2022-06-30,INVERCAP
Ganancias (pérdidas) acumuladas,1006357.02294,2022-06-30,INVERCAP
Prima de emisión,0.0,2022-06-30,INVERCAP
Acciones propias en cartera,0.0,2022-06-30,INVERCAP
Otras participaciones en el patrimonio,0.0,2022-06-30,INVERCAP
Otras reservas,-23017.649400000002,2022-06-30,INVERCAP
Patrimonio atribuible a los propietarios de la controladora,1088318.99018,2022-06-30,INVERCAP
Participaciones no controladoras,2891079.3226,2022-06-30,INVERCAP
Patrimonio total,3979398.3127800003,2022-06-30,INVERCAP
Total de patrimonio y pasivos,6692087.172650001,2022-06-30,INVERCAP
Efectivo y equivalentes al efectivo,1492588.76704,2022-06-30,ANTARCHILE
Otros activos financieros corrientes,295091.41714,2022-06-30,ANTARCHILE
Otros activos no financieros corrientes,246852.79019,2022-06-30,ANTARCHILE
Deudores comerciales y otras cuentas por cobrar corrientes,2483533.5325700003,2022-06-30,ANTARCHILE
"Cuentas por cobrar a entidades relacionadas, corrientes",24228.32992,2022-06-30,ANTARCHILE
Inventarios corrientes,2288825.5619500005,2022-06-30,ANTARCHILE
Activos biológicos corrientes,334908.63871,2022-06-30,ANTARCHILE
"Activos por impuestos corrientes, corrientes",226066.06804,2022-06-30,ANTARCHILE
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,7392095.10556,2022-06-30,ANTARCHILE
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,316292.12579,2022-06-30,ANTARCHILE
Activos corrientes totales,7708387.23135,2022-06-30,ANTARCHILE
Otros activos financieros no corrientes,356541.73326,2022-06-30,ANTARCHILE
Otros activos no financieros no corrientes,184206.51307,2022-06-30,ANTARCHILE
Cuentas por cobrar no corrientes,36210.0192,2022-06-30,ANTARCHILE
"Cuentas por cobrar a entidades relacionadas, no corrientes",12608.18885,2022-06-30,ANTARCHILE
"Inventarios, no corrientes",0.0,2022-06-30,ANTARCHILE
Inversiones contabilizadas utilizando el método de la participación,1267338.71239,2022-06-30,ANTARCHILE
Activos intangibles distintos de la plusvalía,547849.49476,2022-06-30,ANTARCHILE
Plusvalía,360148.01566000003,2022-06-30,ANTARCHILE
"Propiedades, planta y equipo",11211475.676479999,2022-06-30,ANTARCHILE
Activos biológicos no corrientes,2767775.7435,2022-06-30,ANTARCHILE
Propiedad de inversión,26877.84352,2022-06-30,ANTARCHILE
Activos por derecho de uso,672443.79177,2022-06-30,ANTARCHILE
"Activos por impuestos corrientes, no corrientes",0.0,2022-06-30,ANTARCHILE
Activos por impuestos diferidos,94653.87336,2022-06-30,ANTARCHILE
Total de activos no corrientes,17538129.60582,2022-06-30,ANTARCHILE
Total de activos,25246516.83717,2022-06-30,ANTARCHILE
Otros pasivos financieros corrientes,1002175.7592900001,2022-06-30,ANTARCHILE
Pasivos por arrendamientos corrientes,93582.10831,2022-06-30,ANTARCHILE
Cuentas por pagar comerciales y otras cuentas por pagar,2299097.9469700004,2022-06-30,ANTARCHILE
"Cuentas por pagar a entidades relacionadas, corrientes",4509.692940000001,2022-06-30,ANTARCHILE
Otras provisiones a corto plazo,26895.322949999998,2022-06-30,ANTARCHILE
"Pasivos por impuestos corrientes, corrientes",78897.54717,2022-06-30,ANTARCHILE
Provisiones corrientes por beneficios a los empleados,9747.08215,2022-06-30,ANTARCHILE
Otros pasivos no financieros corrientes,435966.42324000003,2022-06-30,ANTARCHILE
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,3950871.88302,2022-06-30,ANTARCHILE
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,149427.96719,2022-06-30,ANTARCHILE
Pasivos corrientes totales,4100299.85021,2022-06-30,ANTARCHILE
Otros pasivos financieros no corrientes,6970493.093900001,2022-06-30,ANTARCHILE
Pasivos por arrendamientos no corrientes,566314.21263,2022-06-30,ANTARCHILE
Cuentas por pagar no corrientes,4683.5672700000005,2022-06-30,ANTARCHILE
"Cuentas por pagar a entidades relacionadas, no corrientes",0.0,2022-06-30,ANTARCHILE
Otras provisiones a largo plazo,50248.761399999996,2022-06-30,ANTARCHILE
Pasivo por impuestos diferidos,2042221.16366,2022-06-30,ANTARCHILE
"Pasivos por impuestos corrientes, no corrientes",0.0,2022-06-30,ANTARCHILE
Provisiones no corrientes por beneficios a los empleados,104916.13871000001,2022-06-30,ANTARCHILE
Otros pasivos no financieros no corrientes,103245.47319,2022-06-30,ANTARCHILE
Total de pasivos no corrientes,9842122.41076,2022-06-30,ANTARCHILE
Total de pasivos,13942422.260970002,2022-06-30,ANTARCHILE
Capital emitido y pagado,1279894.46295,2022-06-30,ANTARCHILE
Ganancias (pérdidas) acumuladas,7008122.62681,2022-06-30,ANTARCHILE
Prima de emisión,0.0,2022-06-30,ANTARCHILE
Acciones propias en cartera,5046.03545,2022-06-30,ANTARCHILE
Otras participaciones en el patrimonio,0.0,2022-06-30,ANTARCHILE
Otras reservas,-1611997.19316,2022-06-30,ANTARCHILE
Patrimonio atribuible a los propietarios de la controladora,6670973.86115,2022-06-30,ANTARCHILE
Participaciones no controladoras,4633120.71505,2022-06-30,ANTARCHILE
Patrimonio total,11304094.576200001,2022-06-30,ANTARCHILE
Total de patrimonio y pasivos,25246516.83717,2022-06-30,ANTARCHILE
Efectivo y equivalentes al efectivo,244136.214,2022-09-30,CAP
Otros activos financieros corrientes,67024.944,2022-09-30,CAP
Otros activos no financieros corrientes,28965.51,2022-09-30,CAP
Deudores comerciales y otras cuentas por cobrar corrientes,236645.85,2022-09-30,CAP
"Cuentas por cobrar a entidades relacionadas, corrientes",28842.828,2022-09-30,CAP
Inventarios corrientes,766598.28,2022-09-30,CAP
Activos biológicos corrientes,0.0,2022-09-30,CAP
"Activos por impuestos corrientes, corrientes",104931.75,2022-09-30,CAP
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,1477145.376,2022-09-30,CAP
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,1934.898,2022-09-30,CAP
Activos corrientes totales,1479080.274,2022-09-30,CAP
Otros activos financieros no corrientes,12788.874,2022-09-30,CAP
Otros activos no financieros no corrientes,18025.56,2022-09-30,CAP
Cuentas por cobrar no corrientes,20868.498,2022-09-30,CAP
"Cuentas por cobrar a entidades relacionadas, no corrientes",2356.074,2022-09-30,CAP
"Inventarios, no corrientes",0.0,2022-09-30,CAP
Inversiones contabilizadas utilizando el método de la participación,1004.64,2022-09-30,CAP
Activos intangibles distintos de la plusvalía,596135.988,2022-09-30,CAP
Plusvalía,36415.302,2022-09-30,CAP
"Propiedades, planta y equipo",3756643.59,2022-09-30,CAP
Activos biológicos no corrientes,0.0,2022-09-30,CAP
Propiedad de inversión,27926.094,2022-09-30,CAP
Activos por derecho de uso,108809.274,2022-09-30,CAP
"Activos por impuestos corrientes, no corrientes",2091.39,2022-09-30,CAP
Activos por impuestos diferidos,23354.982,2022-09-30,CAP
Total de activos no corrientes,4606420.266,2022-09-30,CAP
Total de activos,6085500.54,2022-09-30,CAP
Otros pasivos financieros corrientes,317765.7,2022-09-30,CAP
Pasivos por arrendamientos corrientes,14816.508,2022-09-30,CAP
Cuentas por pagar comerciales y otras cuentas por pagar,599113.2,2022-09-30,CAP
"Cuentas por pagar a entidades relacionadas, corrientes",211252.608,2022-09-30,CAP
Otras provisiones a corto plazo,19240.788,2022-09-30,CAP
"Pasivos por impuestos corrientes, corrientes",13230.336,2022-09-30,CAP
Provisiones corrientes por beneficios a los empleados,26632.62,2022-09-30,CAP
Otros pasivos no financieros corrientes,19065.942,2022-09-30,CAP
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,1221117.702,2022-09-30,CAP
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,7295.232,2022-09-30,CAP
Pasivos corrientes totales,1228412.934,2022-09-30,CAP
Otros pasivos financieros no corrientes,535109.904,2022-09-30,CAP
Pasivos por arrendamientos no corrientes,54142.368,2022-09-30,CAP
Cuentas por pagar no corrientes,0.0,2022-09-30,CAP
"Cuentas por pagar a entidades relacionadas, no corrientes",11238.444,2022-09-30,CAP
Otras provisiones a largo plazo,242984.742,2022-09-30,CAP
Pasivo por impuestos diferidos,399856.38,2022-09-30,CAP
"Pasivos por impuestos corrientes, no corrientes",0.0,2022-09-30,CAP
Provisiones no corrientes por beneficios a los empleados,63071.106,2022-09-30,CAP
Otros pasivos no financieros no corrientes,2699.97,2022-09-30,CAP
Total de pasivos no corrientes,1309102.914,2022-09-30,CAP
Total de pasivos,2537515.848,2022-09-30,CAP
Capital emitido y pagado,366542.904,2022-09-30,CAP
Ganancias (pérdidas) acumuladas,1850859.864,2022-09-30,CAP
Prima de emisión,0.0,2022-09-30,CAP
Acciones propias en cartera,0.0,2022-09-30,CAP
Otras participaciones en el patrimonio,0.0,2022-09-30,CAP
Otras reservas,-38458.392,2022-09-30,CAP
Patrimonio atribuible a los propietarios de la controladora,2178944.376,2022-09-30,CAP
Participaciones no controladoras,1369040.316,2022-09-30,CAP
Patrimonio total,3547984.692,2022-09-30,CAP
Total de patrimonio y pasivos,6085500.54,2022-09-30,CAP
Efectivo y equivalentes al efectivo,111758.472,2022-09-30,COLBUN
Otros activos financieros corrientes,933374.316,2022-09-30,COLBUN
Otros activos no financieros corrientes,26980.38,2022-09-30,COLBUN
Deudores comerciales y otras cuentas por cobrar corrientes,262975.146,2022-09-30,COLBUN
"Cuentas por cobrar a entidades relacionadas, corrientes",17.388,2022-09-30,COLBUN
Inventarios corrientes,73052.784,2022-09-30,COLBUN
Activos biológicos corrientes,0.0,2022-09-30,COLBUN
"Activos por impuestos corrientes, corrientes",75639.732,2022-09-30,COLBUN
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,1483798.218,2022-09-30,COLBUN
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,0.0,2022-09-30,COLBUN
Activos corrientes totales,1483798.218,2022-09-30,COLBUN
Otros activos financieros no corrientes,95373.18,2022-09-30,COLBUN
Otros activos no financieros no corrientes,40458.012,2022-09-30,COLBUN
Cuentas por cobrar no corrientes,30.912,2022-09-30,COLBUN
"Cuentas por cobrar a entidades relacionadas, no corrientes",0.0,2022-09-30,COLBUN
"Inventarios, no corrientes",0.0,2022-09-30,COLBUN
Inversiones contabilizadas utilizando el método de la participación,18057.438,2022-09-30,COLBUN
Activos intangibles distintos de la plusvalía,63483.588,2022-09-30,COLBUN
Plusvalía,5383.518,2022-09-30,COLBUN
"Propiedades, planta y equipo",4316898.474,2022-09-30,COLBUN
Activos biológicos no corrientes,0.0,2022-09-30,COLBUN
Propiedad de inversión,0.0,2022-09-30,COLBUN
Activos por derecho de uso,102102.336,2022-09-30,COLBUN
"Activos por impuestos corrientes, no corrientes",0.0,2022-09-30,COLBUN
Activos por impuestos diferidos,62555.262,2022-09-30,COLBUN
Total de activos no corrientes,4704342.72,2022-09-30,COLBUN
Total de activos,6188140.938,2022-09-30,COLBUN
Otros pasivos financieros corrientes,117233.76,2022-09-30,COLBUN
Pasivos por arrendamientos corrientes,9863.826,2022-09-30,COLBUN
Cuentas por pagar comerciales y otras cuentas por pagar,161602.14,2022-09-30,COLBUN
"Cuentas por pagar a entidades relacionadas, corrientes",145.866,2022-09-30,COLBUN
Otras provisiones a corto plazo,44020.62,2022-09-30,COLBUN
"Pasivos por impuestos corrientes, corrientes",1322.454,2022-09-30,COLBUN
Provisiones corrientes por beneficios a los empleados,19757.598,2022-09-30,COLBUN
Otros pasivos no financieros corrientes,23359.812,2022-09-30,COLBUN
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,377306.076,2022-09-30,COLBUN
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,0.0,2022-09-30,COLBUN
Pasivos corrientes totales,377306.076,2022-09-30,COLBUN
Otros pasivos financieros no corrientes,1857358.146,2022-09-30,COLBUN
Pasivos por arrendamientos no corrientes,105972.132,2022-09-30,COLBUN
Cuentas por pagar no corrientes,3716.202,2022-09-30,COLBUN
"Cuentas por pagar a entidades relacionadas, no corrientes",0.0,2022-09-30,COLBUN
Otras provisiones a largo plazo,56151.648,2022-09-30,COLBUN
Pasivo por impuestos diferidos,911025.906,2022-09-30,COLBUN
"Pasivos por impuestos corrientes, no corrientes",0.0,2022-09-30,COLBUN
Provisiones no corrientes por beneficios a los empleados,24288.138,2022-09-30,COLBUN
Otros pasivos no financieros no corrientes,5926.41,2022-09-30,COLBUN
Total de pasivos no corrientes,2964438.582,2022-09-30,COLBUN
Total de pasivos,3341744.658,2022-09-30,COLBUN
